date,1. open,2. high,3. low,4. close,5. volume
2020-02-24 09:35:00,2003.77,2024.48,1995.22,2020.3101,764995.0
2020-02-24 09:40:00,2020.2362,2038.0,2020.2362,2026.8199,193524.0
2020-02-24 09:45:00,2019.61,2028.51,2019.61,2028.51,121628.0
2020-02-24 09:50:00,2025.145,2029.328,2020.5248,2020.5248,93940.0
2020-02-24 09:55:00,2019.6899,2025.0,2018.785,2022.5985,81211.0
2020-02-24 10:00:00,2019.9,2029.38,2019.9,2029.38,82778.0
2020-02-24 10:05:00,2028.41,2035.7186,2025.6801,2028.0236,116910.0
2020-02-24 10:10:00,2028.62,2029.5387,2019.54,2021.47,79112.0
2020-02-24 10:15:00,2020.55,2030.6425,2018.7,2029.975,68925.0
2020-02-24 10:20:00,2029.04,2031.3051,2021.21,2022.755,79382.0
2020-02-24 10:25:00,2022.22,2022.475,2017.0,2018.6,75260.0
2020-02-24 10:30:00,2018.9,2019.72,2011.46,2016.0,82568.0
2020-02-24 10:35:00,2013.9349,2015.1899,2005.1899,2010.5249,91273.0
2020-02-24 10:40:00,2010.38,2011.8832,2003.71,2007.38,87654.0
2020-02-24 10:45:00,2006.8135,2010.3894,2004.26,2008.37,78118.0
2020-02-24 10:50:00,2008.615,2009.2,2003.4399,2009.2,85115.0
2020-02-24 10:55:00,2009.9301,2013.174,2007.23,2008.26,57703.0
2020-02-24 11:00:00,2007.59,2008.9399,2006.3,2006.98,51017.0
2020-02-24 11:05:00,2007.5774,2008.88,2002.0,2003.6,69423.0
2020-02-24 11:10:00,2003.17,2006.75,2002.5,2005.498,41071.0
2020-02-24 11:15:00,2005.54,2007.5775,2004.73,2006.835,40425.0
2020-02-24 11:20:00,2006.58,2010.79,2003.88,2009.76,46448.0
2020-02-24 11:25:00,2010.0,2012.5699,2008.4966,2008.4966,41956.0
2020-02-24 11:30:00,2008.5,2008.95,2005.38,2006.35,32680.0
2020-02-24 11:35:00,2006.24,2007.73,2002.59,2003.59,46776.0
2020-02-24 11:40:00,2003.9301,2005.37,2001.1801,2002.6646,45789.0
2020-02-24 11:45:00,2002.8101,2004.0006,1999.05,2002.29,118054.0
2020-02-24 11:50:00,2001.92,2003.88,1999.6,1999.9,59122.0
2020-02-24 11:55:00,2001.868,2003.0699,1998.62,2002.45,61324.0
2020-02-24 12:00:00,2001.98,2008.66,2000.17,2004.41,52872.0
2020-02-24 12:05:00,2003.75,2004.755,1999.05,2001.0,43642.0
2020-02-24 12:10:00,2000.22,2001.58,1992.2209,1993.6,93410.0
2020-02-24 12:15:00,1993.5898,1997.1837,1992.408,1994.8099,52559.0
2020-02-24 12:20:00,1995.03,1995.0649,1987.9742,1993.29,119595.0
2020-02-24 12:25:00,1993.6501,1996.0,1992.5175,1994.13,41912.0
2020-02-24 12:30:00,1994.21,1998.4351,1993.49,1995.6569,73389.0
2020-02-24 12:35:00,1994.1899,1996.41,1992.59,1996.2863,38602.0
2020-02-24 12:40:00,1996.51,2003.0699,1996.51,2002.51,40865.0
2020-02-24 12:45:00,2003.0,2007.4,2000.6721,2005.99,47402.0
2020-02-24 12:50:00,2005.3431,2007.74,2002.97,2006.59,52840.0
2020-02-24 12:55:00,2005.2859,2007.14,2004.0074,2004.9399,19954.0
2020-02-24 13:00:00,2005.5699,2005.5699,1999.58,2000.12,44655.0
2020-02-24 13:05:00,1999.45,1999.45,1993.22,1993.48,41594.0
2020-02-24 13:10:00,1995.25,1996.8101,1992.22,1993.723,39805.0
2020-02-24 13:15:00,1992.9399,1993.2633,1990.5388,1991.3007,33789.0
2020-02-24 13:20:00,1991.3108,1994.045,1989.0,1993.3519,45163.0
2020-02-24 13:25:00,1993.9614,1998.6,1993.8101,1995.575,40322.0
2020-02-24 13:30:00,1994.34,2001.89,1994.23,2001.89,35887.0
2020-02-24 13:35:00,2001.52,2005.756,1999.9,2003.0,41354.0
2020-02-24 13:40:00,2002.84,2006.8,2001.72,2004.7941,36346.0
2020-02-24 13:45:00,2004.37,2004.78,2000.1,2002.33,27152.0
