date,1. open,2. high,3. low,4. close,5. volume
2020-02-24 09:35:00,297.3545,301.0446,292.0673,298.2148,7762765.0
2020-02-24 09:40:00,298.4998,301.43,297.52,301.43,1857505.0
2020-02-24 09:45:00,300.83,302.19,299.749,302.19,1415013.0
2020-02-24 09:50:00,302.2346,303.5845,301.55,303.035,1198894.0
2020-02-24 09:55:00,302.676,304.18,302.635,304.0,990851.0
2020-02-24 10:00:00,303.91,304.08,301.98,302.78,762393.0
2020-02-24 10:05:00,302.77,303.68,301.77,302.29,689335.0
2020-02-24 10:10:00,302.27,302.57,301.14,302.03,618668.0
2020-02-24 10:15:00,301.9501,302.98,301.6301,302.64,566006.0
2020-02-24 10:20:00,302.66,302.79,300.46,301.07,740019.0
2020-02-24 10:25:00,301.07,301.0851,300.11,300.7802,579619.0
2020-02-24 10:30:00,300.8,301.23,299.63,300.2596,787653.0
2020-02-24 10:35:00,300.2099,300.42,298.78,299.15,677795.0
2020-02-24 10:40:00,299.1577,299.6399,298.4,298.7967,577226.0
2020-02-24 10:45:00,298.78,299.88,298.42,299.705,549137.0
2020-02-24 10:50:00,299.69,299.84,298.76,299.83,445720.0
2020-02-24 10:55:00,299.86,300.6099,299.31,300.49,582931.0
2020-02-24 11:00:00,300.53,301.28,300.47,301.085,484323.0
2020-02-24 11:05:00,301.08,301.3599,299.62,299.7,497160.0
2020-02-24 11:10:00,299.695,299.76,299.23,299.465,391119.0
2020-02-24 11:15:00,299.465,299.59,298.92,299.0826,328528.0
2020-02-24 11:20:00,299.08,300.25,298.9,299.94,480998.0
2020-02-24 11:25:00,299.925,300.7934,299.925,300.19,406362.0
2020-02-24 11:30:00,300.2015,300.48,299.83,300.44,273421.0
2020-02-24 11:35:00,300.42,300.62,299.42,299.585,350436.0
2020-02-24 11:40:00,299.65,300.3,299.1779,299.8984,293002.0
2020-02-24 11:45:00,299.87,299.88,298.78,299.25,371469.0
2020-02-24 11:50:00,299.25,299.397,298.5,298.9,352336.0
2020-02-24 11:55:00,298.9118,299.32,298.77,298.95,268322.0
2020-02-24 12:00:00,298.91,300.31,298.58,299.71,466922.0
2020-02-24 12:05:00,299.66,299.78,298.67,298.93,285048.0
2020-02-24 12:10:00,298.93,299.1,298.1,298.14,347817.0
2020-02-24 12:15:00,298.21,298.93,298.14,298.4,286514.0
2020-02-24 12:20:00,298.4,299.12,298.0,299.06,485180.0
2020-02-24 12:25:00,299.0598,299.33,298.77,298.945,289388.0
2020-02-24 12:30:00,298.98,299.8867,298.98,299.1631,279260.0
2020-02-24 12:35:00,299.15,299.5,298.66,299.0315,273743.0
2020-02-24 12:40:00,299.05,300.75,299.05,300.7301,372895.0
2020-02-24 12:45:00,300.75,300.98,300.23,300.65,300112.0
2020-02-24 12:50:00,300.67,300.72,299.9113,300.1698,288636.0
2020-02-24 12:55:00,300.14,300.4355,299.82,300.17,195660.0
2020-02-24 13:00:00,300.21,300.69,299.94,300.14,237949.0
2020-02-24 13:05:00,300.06,300.07,299.1135,299.41,346987.0
2020-02-24 13:10:00,299.4,299.84,299.12,299.195,254535.0
2020-02-24 13:15:00,299.2,299.61,298.98,299.305,225843.0
2020-02-24 13:20:00,299.28,299.44,298.67,299.24,264531.0
2020-02-24 13:25:00,299.25,299.87,299.0772,299.12,292458.0
2020-02-24 13:30:00,299.15,299.86,299.05,299.85,244154.0
2020-02-24 13:35:00,299.83,300.25,299.43,300.0744,263934.0
2020-02-24 13:40:00,300.07,300.5,299.78,300.2398,215161.0
2020-02-24 13:45:00,300.24,300.24,299.66,299.985,163314.0
2020-02-24 13:50:00,299.9683,300.67,299.9594,300.26,297152.0
2020-02-24 13:55:00,300.2604,300.525,300.02,300.31,177622.0
2020-02-24 14:00:00,300.32,300.71,299.97,300.38,215700.0
2020-02-24 14:05:00,300.37,300.73,299.92,300.0,204833.0
2020-02-24 14:10:00,299.98,300.23,299.11,299.51,253861.0
2020-02-24 14:15:00,299.48,299.71,299.2,299.6,265088.0
2020-02-24 14:20:00,299.61,299.92,299.3,299.5704,226479.0
2020-02-24 14:25:00,299.59,300.21,299.5342,300.115,214048.0
