date,1. open,2. high,3. low,4. close,5. volume
2020-03-12 14:15:00,256.8413,257.41,254.34,255.04,814790.0
2020-03-12 14:20:00,255.2,255.6899,253.57,254.145,676156.0
2020-03-12 14:25:00,254.14,254.33,252.86,253.18,667907.0
2020-03-12 14:30:00,253.23,254.9,252.79,254.21,839765.0
2020-03-12 14:35:00,254.24,254.685,253.786,254.1,656381.0
2020-03-12 14:40:00,254.122,255.02,253.78,254.7522,666044.0
2020-03-12 14:45:00,254.72,255.71,254.0921,254.39,734083.0
2020-03-12 14:50:00,254.49,257.7,253.98,257.7,930486.0
2020-03-12 14:55:00,257.68,258.13,254.51,254.7788,860345.0
2020-03-12 15:00:00,254.89,255.7735,253.7,253.73,646441.0
2020-03-12 15:05:00,253.72,254.31,253.12,253.41,785768.0
2020-03-12 15:10:00,253.445,254.69,251.78,253.26,1108609.0
2020-03-12 15:15:00,253.25,255.83,253.25,253.53,964103.0
2020-03-12 15:20:00,253.55,253.6,252.13,253.0,748951.0
2020-03-12 15:25:00,253.02,253.275,252.28,253.23,868347.0
2020-03-12 15:30:00,253.16,253.69,252.06,252.06,714513.0
2020-03-12 15:35:00,252.06,254.18,252.06,253.16,996379.0
2020-03-12 15:40:00,253.14,254.013,253.07,254.0129,782464.0
2020-03-12 15:45:00,254.05,256.36,253.68,254.45,1240748.0
2020-03-12 15:50:00,254.52,255.17,253.56,255.17,1185143.0
2020-03-12 15:55:00,255.25,258.05,252.34,252.34,1774755.0
2020-03-12 16:00:00,252.34,252.45,248.0,248.0,3122118.0
2020-03-13 09:35:00,265.4145,265.46,263.89,265.05,5312205.0
2020-03-13 09:40:00,265.08,265.17,260.0,260.05,1933608.0
2020-03-13 09:45:00,260.1324,263.7725,258.3094,259.1224,2317723.0
2020-03-13 09:50:00,259.0222,262.3525,255.6247,257.443,2169102.0
2020-03-13 09:55:00,257.3783,257.665,256.5,256.52,1137802.0
2020-03-13 10:00:00,256.63,259.68,256.59,259.5,1192249.0
2020-03-13 10:05:00,259.44,261.32,258.79,261.15,1353203.0
2020-03-13 10:10:00,261.16,262.96,260.86,261.35,1213352.0
2020-03-13 10:15:00,261.35,262.25,260.76,261.27,1086352.0
2020-03-13 10:20:00,261.23,264.12,260.455,263.6099,1240458.0
2020-03-13 10:25:00,263.63,264.31,263.1,263.5101,1112230.0
2020-03-13 10:30:00,263.43,264.43,262.3,262.49,1000953.0
2020-03-13 10:35:00,262.47,262.53,260.88,262.2478,850420.0
2020-03-13 10:40:00,262.29,262.29,260.34,260.6698,698039.0
2020-03-13 10:45:00,260.67,260.9099,259.43,259.62,797481.0
2020-03-13 10:50:00,259.6336,261.12,259.56,259.99,651019.0
2020-03-13 10:55:00,259.99,260.53,259.74,260.17,590506.0
2020-03-13 11:00:00,260.18,260.47,257.0,257.1,797409.0
2020-03-13 11:05:00,257.05,259.4094,257.02,259.13,840200.0
2020-03-13 11:10:00,259.1,260.58,258.64,260.58,751756.0
2020-03-13 11:15:00,260.63,260.78,259.22,260.78,735529.0
2020-03-13 11:20:00,260.8,260.9899,258.51,259.3543,601200.0
2020-03-13 11:25:00,259.38,260.1,259.02,259.15,545961.0
2020-03-13 11:30:00,259.1553,260.02,256.9989,256.9989,634996.0
2020-03-13 11:35:00,257.7,258.0147,255.0,255.17,845258.0
2020-03-13 11:40:00,255.19,257.63,255.12,256.1523,815395.0
2020-03-13 11:45:00,256.11,256.1215,254.75,254.91,734923.0
2020-03-13 11:50:00,254.9899,256.05,252.95,253.105,833317.0
2020-03-13 11:55:00,253.115,256.56,253.115,256.53,733658.0
2020-03-13 12:00:00,256.42,258.89,256.29,257.351,1013715.0
2020-03-13 12:05:00,257.35,257.86,255.35,256.0,525215.0
2020-03-13 12:10:00,256.125,257.0,254.851,256.505,557566.0
2020-03-13 12:15:00,256.46,258.09,255.76,257.8433,650612.0
2020-03-13 12:20:00,257.895,258.67,257.24,257.36,585611.0
2020-03-13 12:25:00,257.38,257.93,256.56,256.71,430153.0
2020-03-13 12:30:00,256.68,257.58,256.12,256.775,494301.0
2020-03-13 12:35:00,256.72,260.25,256.6125,259.9766,876146.0
2020-03-13 12:40:00,259.95,260.24,259.17,260.24,668182.0
2020-03-13 12:45:00,260.26,262.24,260.1,262.03,765569.0
2020-03-13 12:50:00,262.0335,262.4,260.87,261.78,612630.0
2020-03-13 12:55:00,261.74,263.04,261.65,262.04,738542.0
2020-03-13 13:00:00,261.23,261.311,259.64,259.65,728298.0
2020-03-13 13:05:00,259.6528,260.71,259.6,259.6,593336.0
2020-03-13 13:10:00,259.58,259.62,259.34,259.51,421073.0
2020-03-13 13:15:00,259.44,261.08,259.19,261.02,595595.0
2020-03-13 13:20:00,261.06,261.176,260.37,261.1759,463471.0
2020-03-13 13:25:00,261.22,262.58,261.08,262.545,565433.0
2020-03-13 13:30:00,262.5,262.8,262.308,262.3083,453281.0
2020-03-13 13:35:00,262.26,262.833,261.63,261.63,494594.0
2020-03-13 13:40:00,261.63,261.74,260.1,260.74,586324.0
2020-03-13 13:45:00,260.72,262.2,260.7,261.53,546722.0
2020-03-13 13:50:00,261.51,263.0,261.42,262.96,585871.0
2020-03-13 13:55:00,262.955,263.1,262.343,262.3434,677290.0
2020-03-13 14:00:00,262.33,262.561,261.09,262.37,489423.0
2020-03-13 14:05:00,262.335,262.4442,259.97,260.4156,574226.0
2020-03-13 14:10:00,260.4,261.12,257.45,258.26,807480.0
2020-03-13 14:15:00,258.185,259.51,257.92,258.53,533600.0
2020-03-13 14:20:00,258.5525,262.476,258.5,258.99,922318.0
2020-03-13 14:25:00,259.0021,259.78,258.8,259.78,407000.0
2020-03-13 14:30:00,259.77,259.94,257.87,258.165,429540.0
2020-03-13 14:35:00,258.09,258.49,256.93,258.49,571390.0
2020-03-13 14:40:00,258.48,258.88,256.78,256.92,455094.0
2020-03-13 14:45:00,256.93,260.05,256.16,259.76,768831.0
2020-03-13 14:50:00,259.66,259.9,258.3625,258.79,594497.0
2020-03-13 14:55:00,258.77,259.559,258.6,258.8799,507955.0
2020-03-13 15:00:00,258.85,259.77,258.63,259.29,437470.0
2020-03-13 15:05:00,259.2,261.95,258.78,260.78,750607.0
2020-03-13 15:10:00,260.87,261.782,260.67,260.67,502213.0
2020-03-13 15:15:00,260.67,261.16,258.69,260.2,619739.0
2020-03-13 15:20:00,260.16,261.29,259.78,260.63,551305.0
2020-03-13 15:25:00,260.6663,261.565,260.428,261.19,631339.0
2020-03-13 15:30:00,261.19,261.65,261.02,261.215,615341.0
2020-03-13 15:35:00,261.2726,261.54,256.222,256.7518,1178080.0
2020-03-13 15:40:00,256.69,262.5,255.49,260.9606,1169484.0
2020-03-13 15:45:00,260.83,264.0,259.9,263.47,1190446.0
